Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Order_Day,Order_Month,Order_Year
OD5952,Shree,0,2,2,2017-04-18,0,1456,0.14,72.8,0,18,4,2017
OD5953,Vidya,4,12,23,2017-10-23,0,861,0.34,301.35,0,23,10,2017
OD5954,Jonas,6,6,20,2017-11-06,0,1698,0.16,237.72,0,6,11,2017
OD5955,Sundar,2,4,15,2017-08-10,0,677,0.23,33.85,0,10,8,2017
OD5956,Sharon,4,12,6,2018-05-07,0,842,0.11,227.34,0,7,5,2018
OD5957,Harish,2,4,3,2016-04-30,1,604,0.29,181.2,0,30,4,2016
OD5958,Shree,5,8,6,2018-12-24,1,2234,0.28,938.28,0,24,12,2018
OD5959,Aditi,1,21,4,2018-02-03,1,2425,0.13,266.75,0,3,2,2018
OD5960,Sheeba,3,0,21,2016-10-09,1,915,0.19,411.75,0,9,10,2016
OD5961,Sudeep,2,15,22,2018-08-07,1,1449,0.27,478.17,0,7,8,2018
OD5962,Shree,2,10,12,2017-09-17,1,1569,0.16,423.63,0,17,9,2017
OD5963,Amy,1,13,13,2018-05-28,1,1690,0.26,253.5,0,28,5,2018
OD5964,Ganesh,1,13,3,2017-04-16,1,2074,0.13,871.08,0,16,4,2017
OD5965,Hussain,3,18,13,2018-02-09,1,1886,0.28,339.48,0,9,2,2018
OD5966,Sabeela,3,0,7,2017-02-05,1,1090,0.34,65.4,0,5,2,2017
OD5967,Akash,2,15,10,2017-11-22,1,1918,0.1,671.3,0,22,11,2017
OD5968,Arvind,0,1,16,2016-06-07,1,1762,0.24,193.82,0,7,6,2016
OD5969,Haseena,2,4,5,2018-05-12,1,1575,0.26,267.75,0,12,5,2018
OD5970,Shree,2,15,15,2018-09-18,1,743,0.22,156.03,0,18,9,2018
OD5971,Suresh,6,6,0,2017-12-09,1,1371,0.3,575.82,0,9,12,2017
OD5972,Muneer,5,14,11,2017-02-01,1,625,0.24,37.5,0,1,2,2017
OD5973,Arvind,2,10,20,2016-10-12,1,1599,0.29,271.83,0,12,10,2016
OD5974,Haseena,2,10,3,2015-11-07,1,1848,0.24,535.92,0,7,11,2015
OD5975,Ridhesh,5,22,23,2017-12-26,1,1021,0.18,61.26,0,26,12,2017
OD5976,Jonas,0,2,16,2018-12-23,1,898,0.13,53.88,0,23,12,2018
OD5977,Shree,4,19,3,2015-11-17,1,1523,0.2,167.53,0,17,11,2015
OD5978,Veena,1,13,14,2015-02-12,1,2304,0.14,184.32,0,12,2,2015
OD5979,Veronica,4,19,17,2017-07-22,1,952,0.33,409.36,0,22,7,2017
OD5980,Kumar,2,10,15,2018-02-05,1,1174,0.11,129.14,0,5,2,2018
OD5981,Willams,1,13,1,2017-11-27,1,1035,0.24,124.2,0,27,11,2017
OD5982,Adavan,4,11,21,2016-06-07,1,1658,0.31,381.34,0,7,6,2016
OD5983,Ramesh,2,9,6,2018-05-12,1,1833,0.31,109.98,0,12,5,2018
OD5984,Anu,6,6,21,2017-10-13,1,1693,0.13,220.09,0,13,10,2017
OD5985,Suresh,2,10,19,2017-12-05,1,2349,0.22,305.37,0,5,12,2017
OD5986,Sabeela,4,12,8,2016-11-28,1,1256,0.34,314.0,0,28,11,2016
OD5987,Willams,0,2,15,2016-09-08,1,2165,0.16,411.35,0,8,9,2016
OD5988,Sundar,6,16,7,2015-09-30,1,1442,0.25,115.36,0,30,9,2015
OD5989,Akash,6,5,19,2017-06-26,1,1431,0.25,143.1,0,26,6,2017
OD5990,Veronica,1,13,8,2018-09-15,1,2170,0.18,651.0,0,15,9,2018
OD5991,Sharon,3,0,7,2018-08-07,1,2251,0.26,810.36,0,7,8,2018
OD5992,Arvind,4,19,20,2017-12-25,1,968,0.2,367.84,0,25,12,2017
OD5993,Rumaiza,1,21,5,2018-07-20,1,515,0.14,190.55,0,20,7,2018
OD5994,Alan,2,4,20,2017-09-07,1,1477,0.15,236.32,0,7,9,2017
OD5995,Rumaiza,1,21,13,2016-08-11,1,1840,0.34,644.0,0,11,8,2016
OD5996,Krithika,0,1,0,2016-10-25,1,2344,0.12,421.92,0,25,10,2016
OD5997,Veronica,0,2,16,2016-04-30,1,1484,0.21,608.44,0,30,4,2016
OD5998,Roshan,4,19,8,2016-04-30,1,1379,0.27,482.65,0,30,4,2016
OD5999,Krithika,5,14,3,2018-09-15,1,1632,0.11,603.84,0,15,9,2018
OD6000,Suresh,0,2,0,2018-04-14,1,2112,0.21,612.48,0,14,4,2018
OD6001,Malik,1,13,17,2015-11-27,1,2332,0.1,139.92,0,27,11,2015
OD6002,Surya,5,8,4,2017-02-05,1,2209,0.32,861.51,0,5,2,2017
OD6003,Vinne,6,16,19,2017-12-12,1,1580,0.24,442.4,0,12,12,2017
OD6004,Muneer,5,8,8,2017-02-21,1,2127,0.31,191.43,0,21,2,2017
OD6005,Surya,1,13,23,2015-11-19,1,1110,0.15,377.4,0,19,11,2015
OD6006,Malik,4,12,19,2015-02-12,1,1297,0.27,129.7,0,12,2,2015
OD6007,Sudha,3,7,17,2015-11-07,1,754,0.29,294.06,0,7,11,2015
OD6008,Muneer,0,3,2,2018-08-11,1,2148,0.34,300.72,0,11,8,2018
OD6009,Harish,0,3,7,2018-10-23,1,1536,0.28,675.84,0,23,10,2018
OD6010,Vince,3,18,7,2016-03-02,1,1045,0.3,94.05,0,2,3,2016
OD6011,Harish,5,8,22,2018-07-20,1,1009,0.19,312.79,0,20,7,2018
OD6012,Ramesh,5,14,9,2016-04-16,1,1617,0.33,549.78,0,16,4,2016
OD6013,Sudeep,3,18,5,2017-09-07,1,1620,0.15,534.6,0,7,9,2017
OD6014,Hussain,3,18,14,2018-05-10,1,1135,0.11,454.0,0,10,5,2018
OD6015,Hussain,0,2,16,2017-11-11,1,2086,0.29,667.52,0,11,11,2017
OD6016,Alan,1,21,16,2017-12-25,1,1319,0.31,342.94,0,25,12,2017
OD6017,Hussain,5,14,13,2017-07-04,1,806,0.24,314.34,0,4,7,2017
OD6018,Komal,1,21,3,2018-02-09,1,729,0.32,138.51,0,9,2,2018
OD6019,Jackson,0,2,12,2018-11-24,1,1230,0.3,356.7,0,24,11,2018
OD6020,Ravi,2,4,0,2016-05-06,1,1416,0.19,84.96,0,6,5,2016
OD6021,Veronica,1,21,14,2016-08-21,1,871,0.1,200.33,0,21,8,2016
OD6022,Sundar,0,2,11,2015-09-26,1,1537,0.33,676.28,0,26,9,2015
OD6023,Harish,4,12,15,2018-02-11,1,1140,0.26,330.6,0,11,2,2018
OD6024,Ridhesh,4,17,0,2018-03-05,1,2176,0.22,544.0,0,5,3,2018
OD6025,Willams,1,21,9,2018-04-12,1,2469,0.31,197.52,0,12,4,2018
OD6026,Anu,0,2,2,2015-07-09,1,1485,0.33,608.85,0,9,7,2015
OD6027,Aditi,6,6,9,2018-09-09,1,2488,0.15,945.44,0,9,9,2018
OD6028,Harish,0,2,6,2018-12-13,1,902,0.13,279.62,0,13,12,2018
OD6029,Ganesh,6,16,22,2016-08-16,1,1557,0.23,669.51,0,16,8,2016
OD6030,Shree,2,15,7,2015-09-15,1,2038,0.3,305.7,0,15,9,2015
OD6031,Akash,2,4,18,2016-12-25,1,1398,0.24,629.1,0,25,12,2016
OD6032,Kumar,5,14,16,2016-08-05,1,2101,0.11,609.29,0,5,8,2016
OD6033,Komal,1,21,13,2017-09-23,1,1553,0.34,481.43,0,23,9,2017
OD6034,Komal,5,14,4,2015-07-19,1,1178,0.35,141.36,0,19,7,2015
OD6035,Krithika,4,17,6,2018-09-09,1,561,0.14,235.62,0,9,9,2018
OD6036,Alan,5,22,15,2016-08-21,1,664,0.1,225.76,0,21,8,2016
OD6037,Amrish,5,22,17,2018-08-05,1,2143,0.3,578.61,0,5,8,2018
OD6038,Peer,3,7,6,2017-06-25,1,1915,0.24,689.4,0,25,6,2017
OD6039,Vidya,6,16,23,2017-11-28,1,541,0.2,43.28,0,28,11,2017
OD6040,Vinne,5,14,13,2016-02-27,1,1029,0.19,463.05,0,27,2,2016
OD6041,Veena,3,18,4,2018-04-12,1,951,0.34,389.91,0,12,4,2018
OD6042,Komal,2,4,17,2018-02-09,1,1416,0.15,311.52,0,9,2,2018
OD6043,Amy,0,2,12,2017-10-16,1,1504,0.17,391.04,0,16,10,2017
OD6044,Arvind,4,17,14,2015-09-29,1,606,0.27,212.1,0,29,9,2015
OD6045,Arvind,0,3,3,2016-08-24,1,633,0.1,151.92,0,24,8,2016
OD6046,Ramesh,1,21,3,2016-07-09,1,1822,0.25,583.04,0,9,7,2016
OD6047,Haseena,1,13,1,2018-03-06,1,636,0.31,38.16,0,6,3,2018
OD6048,Surya,2,15,22,2017-12-25,1,957,0.35,86.13,0,25,12,2017
OD6049,Surya,2,15,23,2015-12-23,1,1738,0.32,208.56,0,23,12,2015
OD6050,Vidya,3,18,12,2017-10-21,1,2448,0.31,783.36,0,21,10,2017
OD6051,Jonas,3,20,10,2015-09-29,1,673,0.19,114.41,0,29,9,2015
OD6052,Arvind,6,6,17,2017-06-14,1,1727,0.14,276.32,0,14,6,2017
OD6053,Ridhesh,6,16,20,2015-06-06,1,657,0.28,98.55,0,6,6,2015
OD6054,Komal,5,14,5,2015-03-17,1,640,0.34,288.0,0,17,3,2015
OD6055,Adavan,2,15,3,2017-06-17,1,2307,0.28,553.68,0,17,6,2017
OD6056,Muneer,5,14,6,2015-03-17,1,2009,0.22,241.08,0,17,3,2015
OD6057,Vince,2,9,4,2017-08-29,1,1395,0.28,558.0,0,29,8,2017
OD6058,Yusuf,5,22,16,2018-03-05,1,1375,0.23,288.75,0,5,3,2018
OD6059,Jonas,5,14,21,2015-03-17,1,1519,0.14,288.61,0,17,3,2015
OD6060,Verma,4,12,3,2016-12-27,1,2257,0.21,248.27,0,27,12,2016
OD6061,Aditi,4,17,8,2018-05-28,1,2023,0.13,890.12,0,28,5,2018
OD6062,Peer,3,20,12,2017-08-29,1,1158,0.19,497.94,0,29,8,2017
OD6063,Shah,4,12,19,2015-03-03,1,1393,0.13,181.09,0,3,3,2015
OD6064,Amy,3,7,19,2017-07-18,3,1943,0.19,174.87,0,18,7,2017
OD6065,Ramesh,0,3,17,2017-03-27,3,1846,0.11,516.88,0,27,3,2017
OD6066,Kumar,6,5,1,2016-12-14,3,871,0.18,330.98,0,14,12,2016
OD6067,Shah,1,13,2,2018-10-12,3,1384,0.32,346.0,0,12,10,2018
OD6068,Adavan,5,14,15,2015-02-04,3,1664,0.35,682.24,0,4,2,2015
OD6069,Hafiz,6,6,23,2016-07-25,3,1058,0.33,190.44,0,25,7,2016
OD6070,Sheeba,2,4,3,2016-06-23,3,2038,0.2,591.02,0,23,6,2016
OD6071,Adavan,3,7,23,2017-12-09,3,1697,0.3,305.46,0,9,12,2017
OD6072,Haseena,6,6,6,2015-11-10,3,1464,0.24,409.92,0,10,11,2015
OD6073,Adavan,6,6,19,2017-03-27,3,2299,0.21,137.94,0,27,3,2017
OD6074,Surya,5,22,0,2018-09-18,3,615,0.21,147.6,0,18,9,2018
OD6075,Sheeba,0,1,4,2015-10-22,3,1852,0.23,203.72,0,22,10,2015
OD6076,Jackson,6,16,15,2015-10-21,3,2448,0.21,709.92,0,21,10,2015
OD6077,Vince,4,17,17,2015-10-18,3,832,0.15,41.6,0,18,10,2015
OD6078,James,4,17,19,2016-04-20,3,890,0.29,356.0,0,20,4,2016
OD6079,Ram,0,3,6,2018-08-04,3,1954,0.2,449.42,0,4,8,2018
OD6080,Ganesh,6,5,1,2016-08-09,3,1355,0.26,298.1,0,9,8,2016
OD6081,Akash,1,13,0,2015-08-04,3,1955,0.2,97.75,0,4,8,2015
OD6082,Ganesh,6,5,23,2017-05-30,3,2355,0.26,235.5,0,30,5,2017
OD6083,Vince,4,17,16,2015-08-20,3,1729,0.32,622.44,0,20,8,2015
OD6084,Kumar,6,5,23,2016-04-01,3,1082,0.27,238.04,0,1,4,2016
OD6085,Shree,3,20,4,2018-11-12,3,2435,0.15,146.1,0,12,11,2018
OD6086,Arutra,4,17,14,2017-09-20,3,2492,0.15,822.36,0,20,9,2017
OD6087,Esther,3,20,19,2016-08-11,3,1406,0.17,435.86,0,11,8,2016
OD6088,Vinne,6,16,8,2017-11-20,3,1626,0.32,715.44,0,20,11,2017
OD6089,Komal,4,17,5,2016-12-27,3,630,0.35,176.4,0,27,12,2016
OD6090,Ravi,3,20,11,2015-04-29,3,570,0.35,125.4,0,29,4,2015
OD6091,Mathew,0,3,21,2016-05-07,3,2127,0.22,914.61,0,7,5,2016
OD6092,Roshan,3,0,18,2017-09-20,3,2410,0.28,915.8,0,20,9,2017
OD6093,Akash,4,17,2,2018-04-06,3,1831,0.24,530.99,0,6,4,2018
OD6094,Jackson,3,0,23,2018-06-30,3,1870,0.17,598.4,0,30,6,2018
OD6095,Sharon,4,17,1,2018-06-26,3,930,0.11,269.7,0,26,6,2018
OD6096,Sudha,5,14,1,2016-12-11,3,1599,0.19,271.83,0,11,12,2016
OD6097,Malik,2,15,2,2016-05-11,3,867,0.28,60.69,0,11,5,2016
OD6098,Roshan,1,21,0,2015-08-06,3,537,0.17,182.58,0,6,8,2015
OD6099,Krithika,1,21,7,2017-04-10,3,519,0.19,155.7,0,10,4,2017
OD6100,Peer,1,13,9,2017-05-14,3,1644,0.29,657.6,0,14,5,2017
OD6101,Jackson,0,3,22,2016-12-03,3,816,0.19,367.2,0,3,12,2016
OD6102,Alan,4,12,23,2016-01-05,3,1983,0.14,634.56,0,5,1,2016
OD6103,Malik,4,11,0,2016-12-27,3,1443,0.26,187.59,0,27,12,2016
OD6104,Amrish,3,7,23,2016-12-03,3,1080,0.16,118.8,0,3,12,2016
OD6105,Harish,5,14,13,2015-01-08,3,2003,0.3,781.17,0,8,1,2015
OD6106,Vinne,0,2,6,2017-06-02,3,833,0.11,116.62,0,2,6,2017
OD6107,Ridhesh,4,11,11,2018-06-15,3,2189,0.33,525.36,0,15,6,2018
OD6108,Hussain,3,20,10,2016-12-11,3,1842,0.26,478.92,0,11,12,2016
OD6109,Haseena,2,9,9,2017-04-17,3,808,0.1,177.76,0,17,4,2017
OD6110,Alan,0,1,10,2016-12-18,3,569,0.22,119.49,0,18,12,2016
OD6111,Sundar,5,14,8,2017-04-11,3,2098,0.25,860.18,0,11,4,2017
OD6112,Sabeela,0,3,8,2016-08-06,3,1609,0.33,273.53,0,6,8,2016
OD6113,Anu,6,6,21,2018-04-14,3,1071,0.11,74.97,0,14,4,2018
OD6114,Shree,3,18,19,2017-05-28,3,1472,0.1,73.6,0,28,5,2017
OD6115,Suresh,6,16,13,2018-04-30,3,1224,0.12,489.6,0,30,4,2018
OD6116,Sudeep,6,6,3,2016-11-26,3,2219,0.3,110.95,0,26,11,2016
OD6117,Komal,4,17,10,2018-06-15,3,1344,0.21,362.88,0,15,6,2018
OD6118,Hafiz,3,20,22,2018-10-16,3,1468,0.16,528.48,0,16,10,2018
OD6119,Willams,2,10,17,2018-11-12,3,725,0.35,253.75,0,12,11,2018
OD6120,Sheeba,0,2,5,2017-12-08,3,1660,0.2,348.6,0,8,12,2017
OD6121,Sundar,2,15,20,2015-08-25,4,1828,0.15,712.92,0,25,8,2015
OD6122,Krithika,5,14,4,2016-03-16,4,2163,0.25,800.31,0,16,3,2016
OD6123,Suresh,5,22,4,2018-10-15,4,1568,0.35,266.56,0,15,10,2018
OD6124,Veena,5,14,16,2016-04-13,4,1093,0.27,109.3,0,13,4,2016
OD6125,Peer,4,11,4,2015-06-04,4,1146,0.3,252.12,0,4,6,2015
OD6126,Shree,4,11,0,2016-09-18,4,1666,0.28,299.88,0,18,9,2016
OD6127,Peer,4,12,13,2016-03-22,4,1188,0.35,534.6,0,22,3,2016
OD6128,Hafiz,4,17,18,2018-02-02,4,2091,0.11,334.56,0,2,2,2018
OD6129,Ram,3,18,16,2016-05-12,4,1003,0.12,451.35,0,12,5,2016
OD6130,Haseena,5,22,18,2015-08-12,4,517,0.29,67.21,0,12,8,2015
OD6131,Arutra,4,12,23,2018-04-30,4,1804,0.23,306.68,0,30,4,2018
OD6132,James,5,14,8,2018-12-28,4,1934,0.1,464.16,0,28,12,2018
OD6133,Sudeep,0,1,8,2015-11-18,4,1496,0.27,149.6,0,18,11,2015
OD6134,Sabeela,0,2,22,2017-11-19,4,632,0.33,56.88,0,19,11,2017
OD6135,Amy,1,13,6,2018-10-30,4,943,0.24,66.01,0,30,10,2018
OD6136,Veena,5,22,0,2016-11-16,4,937,0.25,168.66,0,16,11,2016
OD6137,Malik,3,20,7,2016-05-14,4,2444,0.23,342.16,0,14,5,2016
OD6138,Akash,3,7,17,2016-09-24,4,1958,0.2,665.72,0,24,9,2016
OD6139,Yusuf,3,0,5,2018-08-29,4,2212,0.35,995.4,0,29,8,2018
OD6140,Verma,0,3,23,2017-07-11,4,636,0.29,63.6,0,11,7,2017
OD6141,Ridhesh,2,15,2,2015-08-12,4,1491,0.2,178.92,0,12,8,2015
OD6142,Shree,2,10,19,2017-02-12,4,825,0.14,49.5,0,12,2,2017
OD6143,Shree,5,8,23,2018-08-18,4,529,0.1,111.09,0,18,8,2018
OD6144,Vince,4,19,13,2017-09-15,4,1011,0.27,333.63,0,15,9,2017
OD6145,Muneer,1,21,5,2015-06-04,4,1024,0.31,378.88,0,4,6,2015
OD6146,Shree,4,19,19,2017-10-01,4,1226,0.28,392.32,0,1,10,2017
OD6147,Muneer,6,5,3,2015-11-18,4,1515,0.32,212.1,0,18,11,2015
OD6148,Akash,1,21,19,2018-05-10,4,869,0.35,199.87,0,10,5,2018
OD6149,Veena,1,13,17,2015-12-29,4,1483,0.31,533.88,0,29,12,2015
OD6150,Yadav,6,16,23,2017-01-22,4,2112,0.31,232.32,0,22,1,2017
OD6151,Amrish,3,0,19,2016-10-09,4,1001,0.34,340.34,0,9,10,2016
OD6152,Rumaiza,4,19,4,2016-10-20,4,1083,0.19,292.41,0,20,10,2016
OD6153,Shah,4,12,8,2015-12-29,4,1093,0.21,295.11,0,29,12,2015
OD6154,Amrish,6,6,19,2015-06-04,4,1000,0.26,160.0,0,4,6,2015
OD6155,Veronica,3,0,19,2017-06-14,4,1414,0.1,565.6,0,14,6,2017
OD6156,James,6,6,15,2015-07-30,4,1275,0.3,63.75,0,30,7,2015
OD6157,Veronica,2,10,19,2018-12-29,4,1805,0.16,794.2,0,29,12,2018
OD6158,Mathew,5,22,23,2017-12-18,4,945,0.16,425.25,0,18,12,2017
OD6159,Peer,2,9,12,2017-05-30,4,1852,0.3,629.68,0,30,5,2017
OD6160,Roshan,0,3,23,2016-03-26,4,1527,0.31,335.94,0,26,3,2016
OD6161,Ridhesh,0,2,10,2018-01-12,4,1250,0.32,187.5,0,12,1,2018
OD6162,Alan,6,6,2,2015-05-26,4,720,0.19,64.8,0,26,5,2015
OD6163,Willams,3,7,15,2017-09-16,4,1808,0.16,379.68,0,16,9,2017
OD6164,Aditi,4,19,23,2015-12-04,4,1890,0.18,680.4,0,4,12,2015
OD6165,Sudha,1,13,15,2015-09-23,4,659,0.16,250.42,0,23,9,2015
OD6166,Ram,5,14,3,2016-05-14,4,777,0.2,108.78,0,14,5,2016
OD6167,Vidya,1,21,2,2017-09-26,4,1465,0.22,205.1,0,26,9,2017
OD6168,Sudha,2,9,15,2016-08-21,4,1154,0.22,323.12,0,21,8,2016
OD6169,Sundar,0,2,6,2018-04-05,4,1060,0.22,434.6,0,5,4,2018
OD6170,Harish,1,13,16,2015-07-21,4,1237,0.22,556.65,0,21,7,2015
OD6171,Alan,6,6,1,2017-12-25,4,2165,0.19,692.8,0,25,12,2017
OD6172,Ganesh,1,21,7,2016-05-14,4,808,0.34,266.64,0,14,5,2016
OD6173,Sundar,2,9,7,2017-04-28,4,1685,0.12,235.9,0,28,4,2017
OD6174,Malik,4,19,13,2017-09-18,4,1602,0.26,224.28,0,18,9,2017
OD6175,Rumaiza,1,13,14,2015-07-21,4,703,0.21,231.99,0,21,7,2015
OD6176,Ganesh,2,9,15,2015-07-03,4,823,0.34,370.35,0,3,7,2015
OD6177,Amrish,3,0,10,2016-07-26,4,1841,0.2,128.87,0,26,7,2016
OD6178,Verma,4,12,20,2015-03-22,4,668,0.31,86.84,0,22,3,2015
OD6179,Amy,5,22,19,2016-05-14,4,1701,0.29,680.4,0,14,5,2016
OD6180,Kumar,0,1,0,2017-12-26,4,1345,0.15,497.65,0,26,12,2017
OD6181,Ram,4,11,8,2016-05-04,4,1755,0.16,403.65,0,4,5,2016
OD6182,Jackson,2,10,16,2018-07-26,4,721,0.31,281.19,0,26,7,2018
OD6183,Sharon,3,18,9,2015-04-26,4,828,0.24,66.24,0,26,4,2015
OD6184,Jackson,0,1,4,2015-10-31,4,2142,0.13,771.12,0,31,10,2015
OD6185,Muneer,0,3,17,2016-04-26,4,602,0.34,90.3,0,26,4,2016
OD6186,Akash,0,1,4,2018-09-11,4,2207,0.17,617.96,0,11,9,2018
OD6187,Mathew,6,5,17,2017-07-18,4,836,0.26,259.16,0,18,7,2017
OD6188,Adavan,3,7,5,2017-07-18,4,2353,0.11,188.24,0,18,7,2017
OD6189,Hussain,5,8,5,2015-10-12,4,2384,0.32,596.0,0,12,10,2015
OD6190,Kumar,0,1,0,2017-07-15,4,1563,0.25,296.97,0,15,7,2017
OD6191,Ramesh,5,8,16,2017-09-23,4,1852,0.11,111.12,0,23,9,2017
OD6192,Ridhesh,3,7,13,2015-12-13,4,1719,0.24,618.84,0,13,12,2015
OD6193,Kumar,5,22,18,2016-03-09,4,916,0.25,219.84,0,9,3,2016
OD6194,Ridhesh,5,14,0,2017-10-13,4,2231,0.13,624.68,0,13,10,2017
OD6195,Yusuf,6,5,21,2018-09-23,4,2416,0.31,507.36,0,23,9,2018
OD6196,Jackson,0,2,17,2018-05-10,4,1700,0.23,629.0,0,10,5,2018
OD6197,Roshan,2,4,11,2017-12-26,4,1681,0.28,420.25,0,26,12,2017
OD6198,Akash,0,3,15,2016-09-14,4,1544,0.2,602.16,0,14,9,2016
OD6199,Surya,5,8,3,2015-07-13,4,947,0.11,255.69,0,13,7,2015
OD6200,Ridhesh,2,15,14,2018-03-10,4,1350,0.17,486.0,0,10,3,2018
OD6201,Haseena,2,4,23,2015-08-07,4,504,0.18,171.36,0,7,8,2015
OD6202,Mathew,6,5,17,2016-12-24,4,2198,0.13,945.14,0,24,12,2016
OD6203,Vince,5,14,10,2018-05-10,4,1902,0.19,798.84,0,10,5,2018
OD6204,Surya,4,17,12,2017-10-20,4,1138,0.11,386.92,0,20,10,2017
OD6205,Amy,6,5,17,2016-09-25,4,1943,0.24,408.03,0,25,9,2016
OD6206,Adavan,1,21,9,2016-06-28,4,801,0.12,184.23,0,28,6,2016
OD6207,Aditi,1,13,19,2015-05-16,4,734,0.32,58.72,0,16,5,2015
OD6208,Sudha,6,6,11,2017-09-24,4,2168,0.21,498.64,0,24,9,2017
OD6209,Verma,4,19,17,2015-12-16,4,880,0.35,308.0,0,16,12,2015
OD6210,Vidya,0,1,13,2017-10-31,4,2259,0.32,451.8,0,31,10,2017
OD6211,Veena,4,11,18,2018-02-12,4,1802,0.16,90.1,0,12,2,2018
OD6212,Ramesh,3,18,18,2018-12-05,4,1074,0.16,375.9,0,5,12,2018
OD6213,Jonas,6,5,18,2018-04-13,4,1405,0.25,477.7,0,13,4,2018
OD6214,Surya,2,15,3,2015-05-13,4,1568,0.15,329.28,0,13,5,2015
OD6215,Ridhesh,0,2,0,2017-11-24,4,1759,0.24,545.29,0,24,11,2017
OD6216,Haseena,0,3,4,2015-12-24,4,2387,0.22,644.49,0,24,12,2015
OD6217,Adavan,1,13,0,2015-07-03,4,2290,0.14,801.5,0,3,7,2015
OD6218,Hussain,6,6,0,2018-02-12,4,786,0.1,86.46,0,12,2,2018
OD6219,Surya,2,10,16,2017-08-12,4,1225,0.1,196.0,0,12,8,2017
OD6220,Sabeela,2,15,9,2017-04-30,4,1918,0.19,863.1,0,30,4,2017
OD6221,Ram,3,7,6,2017-09-22,4,2490,0.14,697.2,0,22,9,2017
OD6222,Malik,6,6,11,2018-03-03,4,1754,0.22,157.86,0,3,3,2018
OD6223,Hussain,6,5,23,2017-07-31,4,1518,0.17,667.92,0,31,7,2017
OD6224,Akash,3,7,8,2018-09-19,4,2036,0.15,875.48,0,19,9,2018
OD6225,Veronica,6,6,17,2018-02-12,4,2424,0.11,848.4,0,12,2,2018
OD6226,Alan,6,16,19,2017-09-18,4,2439,0.32,999.99,0,18,9,2017
OD6227,Peer,3,18,4,2017-08-21,4,1937,0.34,464.88,0,21,8,2017
OD6228,Amrish,5,22,6,2015-09-19,4,888,0.1,257.52,0,19,9,2015
OD6229,Ram,0,3,22,2017-12-25,4,1476,0.22,501.84,0,25,12,2017
OD6230,Ganesh,5,22,18,2017-10-13,4,2099,0.12,146.93,0,13,10,2017
OD6231,Suresh,0,2,9,2018-10-22,4,1245,0.27,311.25,0,22,10,2018
OD6232,Suresh,3,20,6,2017-12-19,4,795,0.15,87.45,0,19,12,2017
OD6233,Amy,5,14,3,2018-09-19,4,2396,0.21,622.96,0,19,9,2018
OD6234,Rumaiza,2,9,17,2018-02-12,4,2266,0.15,929.06,0,12,2,2018
OD6235,Roshan,5,22,1,2017-03-24,0,574,0.1,109.06,0,24,3,2017
OD6236,Ramesh,1,21,22,2015-09-21,0,830,0.24,149.4,0,21,9,2015
OD6237,Ramesh,3,7,5,2015-09-21,0,2328,0.31,628.56,0,21,9,2015
OD6238,Vinne,1,21,9,2015-01-26,0,666,0.29,133.2,0,26,1,2015
OD6239,Muneer,6,16,2,2015-06-10,0,713,0.24,292.33,0,10,6,2015
OD6240,Harish,4,19,8,2017-11-19,0,1708,0.25,427.0,0,19,11,2017
OD6241,Hafiz,0,1,4,2015-09-21,0,593,0.29,207.55,0,21,9,2015
OD6242,Ravi,1,13,9,2017-11-27,0,1487,0.22,282.53,0,27,11,2017
OD6243,Roshan,6,6,0,2018-10-21,0,841,0.1,201.84,0,21,10,2018
OD6244,Ravi,4,11,11,2017-11-27,0,1874,0.2,468.5,0,27,11,2017
OD6245,Sudha,5,22,13,2016-01-03,0,577,0.33,57.7,0,3,1,2016
OD6246,Hafiz,1,13,1,2018-06-17,0,1046,0.23,83.68,0,17,6,2018
OD6247,Esther,4,12,1,2015-09-12,0,1328,0.35,517.92,0,12,9,2015
OD6248,Arvind,3,18,1,2018-11-23,0,1399,0.13,251.82,0,23,11,2018
OD6249,Amy,1,21,6,2018-09-23,0,2351,0.22,423.18,0,23,9,2018
OD6250,Amrish,0,3,3,2018-08-29,0,2298,0.15,1034.1,0,29,8,2018
OD6251,Amrish,4,12,8,2016-05-25,0,976,0.28,146.4,0,25,5,2016
OD6252,Haseena,4,19,19,2018-04-09,0,795,0.28,286.2,0,9,4,2018
OD6253,Vince,1,21,21,2015-07-11,0,1565,0.19,203.45,0,11,7,2015
OD6254,Veronica,3,0,7,2018-04-09,0,1371,0.33,233.07,0,9,4,2018
OD6255,Hussain,3,20,6,2016-06-08,0,2152,0.17,451.92,0,8,6,2016
OD6256,Sheeba,1,13,16,2015-09-12,0,1480,0.35,370.0,0,12,9,2015
OD6257,Haseena,4,19,10,2018-02-11,0,944,0.19,84.96,0,11,2,2018
OD6258,Jonas,2,9,19,2018-11-19,0,1976,0.2,592.8,0,19,11,2018
OD6259,Alan,3,7,22,2018-08-29,0,1576,0.26,189.12,0,29,8,2018
OD6260,Anu,6,16,12,2018-08-09,0,1811,0.22,235.43,0,9,8,2018
OD6261,Ram,3,20,3,2018-11-08,0,1721,0.3,86.05,0,8,11,2018
OD6262,Sundar,5,22,16,2018-04-21,0,796,0.22,71.64,0,21,4,2018
OD6263,Vinne,3,0,21,2015-11-14,0,771,0.32,107.94,0,14,11,2015
